month,barangay,age,gender,employment_status,educational_attainment,current_skill,work_experience,desired_career,applied_course
11,Ma-ao,18,Male,Underemployed,Elementary Graduate,Masonry,None,Construction,Masonry NC II
6,Lag-asan,35,Male,Unemployed,Junior High,Masonry,Manufacturing,Construction,Masonry NC II
11,Caridad,35,Female,Unemployed,College Undergraduate,Baking,Hospitality,Agriculture,Bread and Pastry NC II
2,Bacong,31,Male,Unemployed,Junior High,Cooking,None,Hospitality,Cookery NC II
9,Busay,22,Female,Self-employed,Elementary Graduate,Driving,Transportation,Transportation,Driving NC II
8,Busay,32,Male,Underemployed,Elementary Graduate,Masonry,Agriculture,Construction,Masonry NC II
12,Napoles,43,Male,Underemployed,Senior High,Driving,Business,Transportation,Driving NC II
3,Busay,38,Female,Unemployed,Senior High,Baking,Hospitality,Hospitality,Bread and Pastry NC II
11,Ilijan,23,Male,Unemployed,Elementary Graduate,Carpentry,Manufacturing,Construction,Carpentry NC II
12,Busay,19,Male,Underemployed,Junior High,Carpentry,Manufacturing,Hospitality,Carpentry NC II
12,Dulao,39,Male,Unemployed,Senior High,Cooking,Hospitality,Hospitality,Cookery NC II
7,Busay,22,Male,Unemployed,Senior High,Masonry,Construction,Hospitality,Masonry NC II
2,Alianza,24,Male,Wage Employed,Junior High,Baking,Hospitality,Hospitality,Bread and Pastry NC II
5,Caridad,39,Male,Underemployed,Junior High,Computer Literacy,Business,ICT,Computer Systems Servicing NC II
1,Ma-ao,24,Female,Wage Employed,Elementary Graduate,Cooking,Hospitality,Business,Cookery NC II
6,Poblacion,32,Male,Underemployed,Elementary Graduate,Cooking,Business,Business,Cookery NC II
6,Binubuhan,38,Male,Underemployed,College Undergraduate,Computer Literacy,ICT,ICT,Computer Systems Servicing NC II
4,Bagroy,36,Female,Unemployed,College Undergraduate,Computer Literacy,ICT,ICT,Computer Systems Servicing NC II
3,Abuanan,26,Male,Wage Employed,College Graduate,Carpentry,Construction,Construction,Carpentry NC II
7,Taloc,35,Male,Underemployed,College Undergraduate,Computer Literacy,ICT,ICT,Computer Systems Servicing NC II
6,Dulao,19,Female,Unemployed,Elementary Graduate,Baking,None,Hospitality,Bread and Pastry NC II
3,Caridad,32,Male,Underemployed,Elementary Graduate,Electrical Repair,Manufacturing,Construction,Electrical Installation and Maintenance NC II
12,Taloc,37,Male,Wage Employed,Elementary Graduate,Driving,Transportation,Transportation,Driving NC II
10,Binubuhan,31,Male,Wage Employed,Junior High,Masonry,Agriculture,Construction,Masonry NC II
2,Abuanan,33,Male,Unemployed,Senior High,Computer Literacy,Hospitality,ICT,Computer Systems Servicing NC II
8,Balingasag,42,Female,Unemployed,College Undergraduate,Driving,Transportation,Transportation,Driving NC II
11,Alianza,20,Female,Underemployed,Senior High,Cooking,Hospitality,Hospitality,Cookery NC II
7,Pacol,36,Male,Self-employed,Senior High,Driving,Transportation,Construction,Driving NC II
8,Pacol,24,Female,Underemployed,Elementary Graduate,Electrical Repair,Manufacturing,Construction,Electrical Installation and Maintenance NC II
6,Malingin,30,Male,Underemployed,College Undergraduate,Carpentry,Business,Construction,Carpentry NC II
10,Abuanan,40,Male,Unemployed,Senior High,Welding,Manufacturing,Construction,Shielded Metal Arc Welding NC I
3,Atipuluan,22,Male,Unemployed,Elementary Graduate,Carpentry,Manufacturing,Agriculture,Carpentry NC II
7,Malingin,47,Male,Unemployed,College Undergraduate,Driving,Agriculture,Business,Driving NC II
8,Balingasag,31,Female,Unemployed,Elementary Graduate,Computer Literacy,Retail,ICT,Computer Systems Servicing NC II
3,Taloc,32,Female,Wage Employed,College Undergraduate,Cooking,Retail,Hospitality,Cookery NC II
11,Taloc,34,Female,Unemployed,Elementary Graduate,Computer Literacy,Transportation,ICT,Computer Systems Servicing NC II
8,Calumangan,26,Female,Unemployed,Senior High,Baking,Hospitality,Hospitality,Bread and Pastry NC II
4,Bagroy,40,Male,Underemployed,Senior High,Driving,Agriculture,Transportation,Driving NC II
7,Poblacion,28,Female,Self-employed,Junior High,Cooking,Hospitality,Hospitality,Cookery NC II
3,Caridad,40,Female,Unemployed,Senior High,Baking,Hospitality,Agriculture,Bread and Pastry NC II
4,Alianza,20,Female,Unemployed,Elementary Graduate,Cooking,Business,Hospitality,Cookery NC II
5,Ma-ao,23,Female,Underemployed,Junior High,Baking,Retail,Hospitality,Bread and Pastry NC II
4,Mailum,25,Female,Wage Employed,Junior High,Cooking,Agriculture,Hospitality,Cookery NC II
12,Poblacion,32,Male,Unemployed,Junior High,Cooking,Business,Hospitality,Cookery NC II
10,Poblacion,28,Male,Underemployed,College Undergraduate,Masonry,Construction,Construction,Masonry NC II
8,Dulao,20,Female,Self-employed,Elementary Graduate,Baking,Hospitality,Hospitality,Bread and Pastry NC II
7,Poblacion,23,Female,Underemployed,Junior High,Driving,Agriculture,Transportation,Driving NC II
4,Poblacion,27,Male,Underemployed,Senior High,Cooking,Hospitality,Business,Cookery NC II
1,Poblacion,40,Female,Wage Employed,College Graduate,Baking,Business,Hospitality,Bread and Pastry NC II
6,Poblacion,36,Male,Wage Employed,Junior High,Cooking,Business,Hospitality,Cookery NC II
11,Poblacion,18,Male,Wage Employed,Elementary Graduate,Welding,None,Construction,Shielded Metal Arc Welding NC I
9,Ma-ao,25,Female,Wage Employed,Senior High,Masonry,Construction,Business,Masonry NC II
5,Busay,18,Female,Underemployed,Junior High,Cooking,Hospitality,Hospitality,Cookery NC II
4,Sagasa,37,Male,Unemployed,Junior High,Driving,Transportation,Transportation,Driving NC II
7,Busay,18,Male,Self-employed,Senior High,Cooking,Retail,Hospitality,Cookery NC II
2,Balingasag,21,Male,Underemployed,Junior High,Computer Literacy,Government,ICT,Computer Systems Servicing NC II
2,Busay,24,Male,Unemployed,College Graduate,Cooking,Hospitality,Hospitality,Cookery NC II
9,Dulao,20,Female,Wage Employed,College Undergraduate,Computer Literacy,ICT,ICT,Computer Systems Servicing NC II
1,Mailum,43,Male,Unemployed,College Undergraduate,Driving,Transportation,Transportation,Driving NC II
11,Mailum,24,Female,Unemployed,Junior High,Cooking,Retail,Hospitality,Cookery NC II
3,Ma-ao,37,Male,Underemployed,Junior High,Carpentry,Construction,Construction,Carpentry NC II
8,Lag-asan,43,Male,Wage Employed,College Undergraduate,Carpentry,Business,Construction,Carpentry NC II
5,Tabunan,28,Male,Underemployed,Junior High,Baking,Business,Agriculture,Bread and Pastry NC II
3,Caridad,18,Female,Self-employed,Senior High,Baking,Hospitality,Hospitality,Bread and Pastry NC II
5,Calumangan,33,Male,Unemployed,Senior High,Cooking,Business,Hospitality,Cookery NC II
3,Atipuluan,41,Female,Unemployed,Senior High,Cooking,Retail,Business,Cookery NC II
9,Alianza,33,Male,Unemployed,College Undergraduate,Electrical Repair,None,Construction,Electrical Installation and Maintenance NC II
11,Ma-ao,45,Male,Underemployed,Senior High,Cooking,Retail,Hospitality,Cookery NC II
6,Caridad,27,Female,Underemployed,College Undergraduate,Computer Literacy,Government,ICT,Computer Systems Servicing NC II
11,Napoles,22,Female,Underemployed,Elementary Graduate,Carpentry,Construction,Construction,Carpentry NC II
4,Binubuhan,29,Female,Unemployed,College Undergraduate,Computer Literacy,Manufacturing,ICT,Computer Systems Servicing NC II
10,Abuanan,42,Female,Self-employed,Senior High,Driving,Transportation,Transportation,Driving NC II
11,Binubuhan,28,Male,Underemployed,Senior High,Driving,Transportation,Agriculture,Driving NC II
2,Alianza,28,Male,Unemployed,Junior High,Masonry,Construction,Construction,Masonry NC II
12,Taloc,43,Male,Unemployed,Senior High,Carpentry,Agriculture,Construction,Carpentry NC II
5,Taloc,38,Male,Underemployed,Elementary Graduate,Welding,Manufacturing,Construction,Shielded Metal Arc Welding NC I
12,Pacol,26,Male,Self-employed,Senior High,Driving,Transportation,Transportation,Driving NC II
12,Bagroy,20,Male,Wage Employed,Junior High,Welding,Construction,Agriculture,Shielded Metal Arc Welding NC I
5,Busay,45,Female,Unemployed,Senior High,Welding,Construction,Construction,Shielded Metal Arc Welding NC I
3,Balingasag,25,Female,Underemployed,Senior High,Cooking,Hospitality,Hospitality,Cookery NC II
9,Poblacion,46,Male,Underemployed,College Graduate,Driving,Transportation,Agriculture,Driving NC II
11,Busay,31,Male,Wage Employed,Senior High,Cooking,Retail,Hospitality,Cookery NC II
11,Poblacion,25,Male,Unemployed,Senior High,Carpentry,Construction,Construction,Carpentry NC II
3,Caridad,19,Male,Underemployed,Senior High,Electrical Repair,Construction,Construction,Electrical Installation and Maintenance NC II
7,Mailum,39,Male,Self-employed,Junior High,Driving,Transportation,Transportation,Driving NC II
7,Pacol,41,Male,Wage Employed,College Undergraduate,Computer Literacy,ICT,ICT,Computer Systems Servicing NC II
3,Taloc,32,Male,Wage Employed,Senior High,Carpentry,Construction,Construction,Carpentry NC II
1,Taloc,42,Male,Self-employed,Junior High,Carpentry,Construction,Construction,Carpentry NC II
7,Poblacion,44,Male,Underemployed,Senior High,Carpentry,Construction,Construction,Carpentry NC II
6,Atipuluan,32,Female,Unemployed,Junior High,Computer Literacy,Government,Hospitality,Computer Systems Servicing NC II
11,Atipuluan,44,Female,Underemployed,Senior High,Baking,Hospitality,Hospitality,Bread and Pastry NC II
2,Dulao,48,Male,Self-employed,College Undergraduate,Driving,Government,Transportation,Driving NC II
9,Bagroy,29,Male,Self-employed,Senior High,Electrical Repair,Construction,Construction,Electrical Installation and Maintenance NC II
11,Ilijan,29,Female,Underemployed,Junior High,Driving,Business,Transportation,Driving NC II
4,Dulao,19,Male,Underemployed,Senior High,Carpentry,Agriculture,Construction,Carpentry NC II
8,Balingasag,42,Male,Wage Employed,Senior High,Welding,None,Construction,Shielded Metal Arc Welding NC I
5,Caridad,39,Male,Underemployed,Senior High,Carpentry,Construction,Construction,Carpentry NC II
9,Bacong,34,Male,Wage Employed,Junior High,Carpentry,Construction,Construction,Carpentry NC II
10,Bacong,39,Male,Underemployed,Senior High,Driving,Agriculture,Transportation,Driving NC II
12,Ma-ao,26,Female,Self-employed,Senior High,Baking,Hospitality,Hospitality,Bread and Pastry NC II
6,Lag-asan,34,Male,Self-employed,Senior High,Driving,Hospitality,Transportation,Driving NC II
8,Poblacion,27,Male,Unemployed,Senior High,Cooking,Business,Hospitality,Cookery NC II
5,Ma-ao,44,Male,Unemployed,Senior High,Welding,Construction,Construction,Shielded Metal Arc Welding NC I
9,Dulao,32,Female,Underemployed,Junior High,Cooking,Hospitality,Hospitality,Cookery NC II
4,Binubuhan,26,Male,Self-employed,Junior High,Carpentry,Construction,Construction,Carpentry NC II
7,Napoles,44,Male,Underemployed,College Graduate,Driving,Transportation,Business,Driving NC II
8,Poblacion,23,Male,Underemployed,College Graduate,Computer Literacy,Hospitality,ICT,Computer Systems Servicing NC II
6,Caridad,27,Male,Wage Employed,College Graduate,Computer Literacy,Manufacturing,ICT,Computer Systems Servicing NC II
4,Calumangan,24,Male,Underemployed,Senior High,Masonry,Manufacturing,Agriculture,Masonry NC II
5,Ma-ao,53,Male,Underemployed,College Graduate,Cooking,Government,Hospitality,Cookery NC II
10,Caridad,32,Male,Underemployed,Junior High,Electrical Repair,Government,Construction,Electrical Installation and Maintenance NC II
8,Malingin,29,Male,Wage Employed,College Undergraduate,Computer Literacy,Retail,ICT,Computer Systems Servicing NC II
9,Poblacion,42,Female,Underemployed,Senior High,Computer Literacy,Government,ICT,Computer Systems Servicing NC II
6,Napoles,18,Female,Underemployed,Senior High,Computer Literacy,Retail,ICT,Computer Systems Servicing NC II
7,Calumangan,32,Female,Underemployed,College Undergraduate,Baking,Business,Hospitality,Bread and Pastry NC II
1,Calumangan,39,Male,Unemployed,Junior High,Electrical Repair,None,Construction,Electrical Installation and Maintenance NC II
7,Bagroy,32,Female,Self-employed,Senior High,Computer Literacy,ICT,ICT,Computer Systems Servicing NC II
12,Dulao,26,Male,Underemployed,Senior High,Driving,Transportation,Agriculture,Driving NC II
9,Taloc,28,Male,Underemployed,Junior High,Baking,Retail,Hospitality,Bread and Pastry NC II
6,Malingin,27,Male,Wage Employed,College Graduate,Driving,Government,Transportation,Driving NC II
1,Balingasag,38,Male,Underemployed,Senior High,Driving,Retail,Transportation,Driving NC II
1,Bagroy,30,Male,Unemployed,Elementary Graduate,Carpentry,Construction,Construction,Carpentry NC II
3,Pacol,28,Female,Self-employed,Senior High,Cooking,Agriculture,Hospitality,Cookery NC II
3,Taloc,41,Male,Underemployed,Junior High,Carpentry,None,Construction,Carpentry NC II
8,Busay,29,Male,Wage Employed,College Undergraduate,Welding,Manufacturing,Construction,Shielded Metal Arc Welding NC I
6,Tabunan,31,Male,Self-employed,Senior High,Baking,Hospitality,Hospitality,Bread and Pastry NC II
11,Bagroy,33,Female,Self-employed,Junior High,Cooking,Business,Hospitality,Cookery NC II
12,Mailum,23,Female,Underemployed,Junior High,Cooking,Hospitality,Hospitality,Cookery NC II
9,Binubuhan,35,Male,Unemployed,Junior High,Welding,Manufacturing,Construction,Shielded Metal Arc Welding NC I
3,Poblacion,35,Female,Self-employed,Elementary Graduate,Cooking,Hospitality,Hospitality,Cookery NC II
9,Ma-ao,32,Male,Underemployed,College Graduate,Driving,Agriculture,Transportation,Driving NC II
6,Taloc,35,Male,Wage Employed,Junior High,Driving,Transportation,Transportation,Driving NC II
8,Taloc,30,Male,Underemployed,College Undergraduate,Carpentry,Retail,Construction,Carpentry NC II
6,Sagasa,32,Male,Underemployed,Senior High,Carpentry,Business,Construction,Carpentry NC II
12,Busay,30,Female,Self-employed,Senior High,Cooking,Transportation,Hospitality,Cookery NC II
1,Taloc,19,Female,Self-employed,Senior High,Computer Literacy,ICT,ICT,Computer Systems Servicing NC II
5,Binubuhan,37,Male,Underemployed,Junior High,Cooking,Hospitality,Hospitality,Cookery NC II
9,Napoles,42,Female,Underemployed,Senior High,Carpentry,Retail,Construction,Carpentry NC II
1,Busay,21,Male,Unemployed,Elementary Graduate,Carpentry,Manufacturing,Construction,Carpentry NC II
10,Poblacion,34,Male,Unemployed,Junior High,Electrical Repair,Agriculture,Construction,Electrical Installation and Maintenance NC II
5,Bagroy,47,Male,Underemployed,College Undergraduate,Carpentry,Retail,Business,Carpentry NC II
8,Bagroy,35,Male,Underemployed,College Undergraduate,Cooking,Government,Hospitality,Cookery NC II
4,Bagroy,23,Male,Underemployed,Senior High,Computer Literacy,ICT,ICT,Computer Systems Servicing NC II
11,Taloc,28,Male,Unemployed,Junior High,Carpentry,Construction,Construction,Carpentry NC II
9,Calumangan,27,Male,Underemployed,Elementary Graduate,Driving,Hospitality,Transportation,Driving NC II
9,Tabunan,33,Female,Underemployed,Senior High,Masonry,Agriculture,Construction,Masonry NC II
2,Ma-ao,42,Male,Wage Employed,Senior High,Computer Literacy,Government,ICT,Computer Systems Servicing NC II
11,Bacong,38,Female,Unemployed,Elementary Graduate,Computer Literacy,Transportation,ICT,Computer Systems Servicing NC II
3,Caridad,23,Male,Unemployed,Junior High,Driving,Transportation,Transportation,Driving NC II
6,Ma-ao,21,Female,Self-employed,Elementary Graduate,Baking,None,Hospitality,Bread and Pastry NC II
8,Abuanan,45,Male,Wage Employed,Senior High,Carpentry,None,Construction,Carpentry NC II
11,Poblacion,36,Male,Self-employed,Senior High,Driving,Transportation,Transportation,Driving NC II
11,Dulao,41,Male,Wage Employed,Senior High,Driving,Construction,Transportation,Driving NC II
2,Malingin,39,Female,Underemployed,College Undergraduate,Computer Literacy,ICT,Business,Computer Systems Servicing NC II
6,Poblacion,18,Female,Unemployed,Junior High,Cooking,Hospitality,Hospitality,Cookery NC II
3,Dulao,25,Male,Unemployed,Junior High,Carpentry,Retail,Construction,Carpentry NC II
7,Lag-asan,21,Male,Underemployed,College Undergraduate,Driving,Transportation,Transportation,Driving NC II
12,Abuanan,45,Male,Wage Employed,Senior High,Computer Literacy,None,ICT,Computer Systems Servicing NC II
10,Sagasa,41,Male,Self-employed,College Graduate,Computer Literacy,ICT,ICT,Computer Systems Servicing NC II
12,Ma-ao,28,Female,Underemployed,Junior High,Baking,Business,Hospitality,Bread and Pastry NC II
4,Taloc,55,Male,Wage Employed,College Graduate,Computer Literacy,Business,ICT,Computer Systems Servicing NC II
11,Binubuhan,35,Male,Underemployed,Senior High,Carpentry,Manufacturing,Construction,Carpentry NC II
10,Pacol,33,Female,Unemployed,Junior High,Driving,Agriculture,Transportation,Driving NC II
1,Bacong,18,Male,Self-employed,Junior High,Driving,Government,Transportation,Driving NC II
1,Ma-ao,36,Female,Self-employed,Elementary Graduate,Baking,Hospitality,Hospitality,Bread and Pastry NC II
3,Dulao,38,Male,Wage Employed,Junior High,Cooking,Retail,Hospitality,Cookery NC II
9,Busay,29,Male,Unemployed,Elementary Graduate,Masonry,Construction,Construction,Masonry NC II
6,Taloc,46,Female,Wage Employed,College Undergraduate,Driving,Construction,Transportation,Driving NC II
8,Lag-asan,30,Male,Wage Employed,Senior High,Masonry,Construction,Construction,Masonry NC II
