barangay,course_applied,age,sex,educational_attainment,employment_status,current_skill,desired_career,learner_classification,training_outcome
Ilijan,Electrical Installation and Maintenance NC II,41,Male,Senior High,Unemployed,Electrical Repair,Construction,Returning Learner,Dropout
Calumangan,Cookery NC II,23,Male,Junior High,Underemployed,Cooking,Hospitality,New Entrant,Graduate
Dulao,Electrical Installation and Maintenance NC II,34,Male,Senior High,Unemployed,Electrical Repair,Hospitality,New Entrant,Dropout
Ilijan,Carpentry NC II,39,Male,Junior High,Underemployed,Carpentry,Construction,Returning Learner,Dropout
Pacol,Electrical Installation and Maintenance NC II,24,Male,Elementary Graduate,Underemployed,Electrical Repair,Construction,New Entrant,Dropout
Abuanan,Carpentry NC II,24,Male,Junior High,Underemployed,Carpentry,Construction,New Entrant,Dropout
Ma-ao,Masonry NC II,30,Female,Junior High,Underemployed,Masonry,Construction,New Entrant,Dropout
Atipuluan,Driving NC II,23,Male,Senior High,Underemployed,Driving,Transportation,Returning Learner,Graduate
Poblacion,Bread and Pastry NC II,43,Female,College Undergraduate,Underemployed,Baking,Hospitality,New Entrant,Graduate
Taloc,Shielded Metal Arc Welding NC I,39,Female,Senior High,Unemployed,Welding,Construction,Returning Learner,Graduate
Alianza,Carpentry NC II,34,Male,Junior High,Self-employed,Carpentry,Construction,Career Shifter,Graduate
Abuanan,Computer Systems Servicing NC II,29,Female,College Graduate,Self-employed,Computer Literacy,ICT,Returning Learner,Graduate
Bacong,Carpentry NC II,39,Male,College Undergraduate,Wage Employed,Carpentry,Construction,Returning Learner,Graduate
Atipuluan,Bread and Pastry NC II,35,Male,Junior High,Underemployed,Baking,Hospitality,New Entrant,Graduate
Dulao,Computer Systems Servicing NC II,28,Female,College Graduate,Underemployed,Computer Literacy,ICT,New Entrant,Graduate
Atipuluan,Cookery NC II,26,Female,College Undergraduate,Wage Employed,Cooking,Hospitality,Career Shifter,Graduate
Bacong,Bread and Pastry NC II,37,Female,Senior High,Unemployed,Baking,Hospitality,Returning Learner,Dropout
Binubuhan,Bread and Pastry NC II,30,Female,Junior High,Unemployed,Baking,Hospitality,Experienced Worker,Graduate
Alianza,Carpentry NC II,41,Female,Junior High,Underemployed,Carpentry,Construction,Career Shifter,Graduate
Taloc,Carpentry NC II,20,Female,Junior High,Underemployed,Carpentry,Construction,New Entrant,Dropout
Taloc,Driving NC II,19,Male,Elementary Graduate,Unemployed,Driving,Transportation,Returning Learner,Graduate
Alianza,Bread and Pastry NC II,22,Female,Senior High,Underemployed,Baking,Hospitality,Returning Learner,Graduate
Atipuluan,Computer Systems Servicing NC II,48,Female,College Graduate,Self-employed,Computer Literacy,ICT,Experienced Worker,Graduate
Lag-asan,Carpentry NC II,45,Male,Senior High,Unemployed,Carpentry,Construction,Returning Learner,Graduate
Abuanan,Carpentry NC II,39,Male,Senior High,Underemployed,Carpentry,Construction,Experienced Worker,Graduate
Caridad,Computer Systems Servicing NC II,37,Female,College Undergraduate,Wage Employed,Computer Literacy,ICT,Experienced Worker,Graduate
Caridad,Bread and Pastry NC II,41,Female,College Undergraduate,Unemployed,Baking,Hospitality,New Entrant,Dropout
Bacong,Computer Systems Servicing NC II,30,Female,College Undergraduate,Wage Employed,Computer Literacy,ICT,Experienced Worker,Graduate
Ma-ao,Bread and Pastry NC II,19,Female,Junior High,Unemployed,Baking,Hospitality,Returning Learner,Dropout
Alianza,Carpentry NC II,30,Male,Junior High,Self-employed,Carpentry,Construction,Experienced Worker,Dropout
Binubuhan,Computer Systems Servicing NC II,41,Female,Senior High,Self-employed,Baking,Hospitality,Returning Learner,Dropout
Ma-ao,Driving NC II,26,Female,College Undergraduate,Wage Employed,Driving,Transportation,Returning Learner,Dropout
Abuanan,Computer Systems Servicing NC II,49,Male,College Graduate,Wage Employed,Computer Literacy,ICT,Experienced Worker,Dropout
Poblacion,Cookery NC II,39,Male,Senior High,Wage Employed,Computer Literacy,ICT,Experienced Worker,Graduate
Tabunan,Computer Systems Servicing NC II,22,Female,Junior High,Unemployed,Computer Literacy,ICT,New Entrant,Dropout
Taloc,Bread and Pastry NC II,27,Female,Elementary Graduate,Wage Employed,Baking,Business,Experienced Worker,Graduate
Malingin,Masonry NC II,24,Female,Junior High,Underemployed,Masonry,Construction,New Entrant,Graduate
Taloc,Computer Systems Servicing NC II,43,Female,College Undergraduate,Wage Employed,Computer Literacy,ICT,Returning Learner,Graduate
Poblacion,Carpentry NC II,43,Male,Senior High,Self-employed,Carpentry,Construction,New Entrant,Graduate
Caridad,Electrical Installation and Maintenance NC II,36,Male,College Graduate,Underemployed,Masonry,Construction,Career Shifter,Graduate
Abuanan,Carpentry NC II,36,Male,Junior High,Underemployed,Carpentry,Construction,New Entrant,Dropout
Atipuluan,Electrical Installation and Maintenance NC II,29,Male,Senior High,Underemployed,Electrical Repair,Construction,New Entrant,Graduate
Binubuhan,Shielded Metal Arc Welding NC I,41,Male,Junior High,Unemployed,Welding,Construction,Career Shifter,Dropout
Taloc,Computer Systems Servicing NC II,46,Male,College Undergraduate,Self-employed,Computer Literacy,ICT,Experienced Worker,Graduate
Taloc,Driving NC II,45,Female,Senior High,Unemployed,Driving,Transportation,Experienced Worker,Graduate
Dulao,Computer Systems Servicing NC II,25,Female,College Graduate,Wage Employed,Computer Literacy,ICT,Experienced Worker,Graduate
Alianza,Computer Systems Servicing NC II,30,Male,College Graduate,Underemployed,Computer Literacy,ICT,Career Shifter,Graduate
Taloc,Computer Systems Servicing NC II,18,Female,Senior High,Wage Employed,Computer Literacy,ICT,Returning Learner,Dropout
Bagroy,Shielded Metal Arc Welding NC I,24,Male,Junior High,Self-employed,Welding,Construction,Experienced Worker,Dropout
Atipuluan,Cookery NC II,36,Male,Senior High,Underemployed,Cooking,Hospitality,New Entrant,Graduate
Tabunan,Cookery NC II,18,Male,Junior High,Wage Employed,Cooking,Hospitality,Experienced Worker,Graduate
Busay,Masonry NC II,20,Male,Senior High,Underemployed,Computer Literacy,ICT,Career Shifter,Dropout
Poblacion,Carpentry NC II,38,Female,Senior High,Unemployed,Carpentry,Construction,New Entrant,Graduate
Bagroy,Bread and Pastry NC II,29,Male,Senior High,Wage Employed,Baking,Hospitality,Experienced Worker,Graduate
Malingin,Cookery NC II,34,Female,Senior High,Wage Employed,Cooking,Hospitality,Returning Learner,Graduate
Taloc,Carpentry NC II,41,Male,Junior High,Underemployed,Carpentry,Construction,New Entrant,Graduate
Poblacion,Shielded Metal Arc Welding NC I,42,Male,Senior High,Wage Employed,Welding,Construction,Experienced Worker,Graduate
Taloc,Driving NC II,40,Male,Senior High,Self-employed,Driving,Transportation,Career Shifter,Graduate
Abuanan,Shielded Metal Arc Welding NC I,39,Male,College Graduate,Underemployed,Welding,Construction,Experienced Worker,Graduate
Lag-asan,Masonry NC II,38,Female,Senior High,Self-employed,Masonry,Construction,New Entrant,Dropout
Lag-asan,Carpentry NC II,20,Male,Senior High,Underemployed,Carpentry,Construction,Experienced Worker,Graduate
Balingasag,Electrical Installation and Maintenance NC II,28,Male,Junior High,Unemployed,Electrical Repair,Construction,New Entrant,Dropout
Caridad,Bread and Pastry NC II,29,Male,Junior High,Underemployed,Baking,Hospitality,New Entrant,Graduate
Lag-asan,Driving NC II,32,Male,College Undergraduate,Self-employed,Driving,Transportation,Experienced Worker,Dropout
Dulao,Computer Systems Servicing NC II,32,Male,College Graduate,Wage Employed,Computer Literacy,ICT,Experienced Worker,Graduate
Dulao,Cookery NC II,38,Female,Senior High,Unemployed,Cooking,Hospitality,Returning Learner,Graduate
Taloc,Electrical Installation and Maintenance NC II,33,Male,Senior High,Unemployed,Electrical Repair,Construction,New Entrant,Dropout
Napoles,Bread and Pastry NC II,42,Female,College Undergraduate,Unemployed,Baking,Hospitality,Experienced Worker,Graduate
Caridad,Electrical Installation and Maintenance NC II,39,Female,Junior High,Underemployed,Electrical Repair,Construction,Experienced Worker,Dropout
Lag-asan,Bread and Pastry NC II,33,Female,Senior High,Self-employed,Baking,Hospitality,Experienced Worker,Graduate
Lag-asan,Electrical Installation and Maintenance NC II,41,Male,Junior High,Underemployed,Electrical Repair,Construction,New Entrant,Graduate
Napoles,Bread and Pastry NC II,22,Male,Senior High,Underemployed,Electrical Repair,Construction,Career Shifter,Graduate
Lag-asan,Computer Systems Servicing NC II,32,Male,College Undergraduate,Self-employed,Computer Literacy,ICT,Experienced Worker,Graduate
Poblacion,Carpentry NC II,39,Male,Senior High,Wage Employed,Carpentry,Construction,Returning Learner,Graduate
Lag-asan,Bread and Pastry NC II,21,Male,Senior High,Underemployed,Baking,Hospitality,New Entrant,Graduate
Taloc,Shielded Metal Arc Welding NC I,52,Male,College Graduate,Wage Employed,Welding,Construction,Experienced Worker,Graduate
Dulao,Cookery NC II,20,Female,Senior High,Unemployed,Cooking,Hospitality,New Entrant,Graduate
Taloc,Shielded Metal Arc Welding NC I,29,Male,Junior High,Unemployed,Welding,Construction,Returning Learner,Dropout
Balingasag,Masonry NC II,45,Male,Senior High,Unemployed,Masonry,Construction,Returning Learner,Graduate
Poblacion,Masonry NC II,30,Male,Junior High,Self-employed,Electrical Repair,Construction,Career Shifter,Graduate
Calumangan,Bread and Pastry NC II,33,Male,College Undergraduate,Wage Employed,Baking,Hospitality,Returning Learner,Graduate
Taloc,Cookery NC II,44,Male,College Graduate,Wage Employed,Computer Literacy,ICT,New Entrant,Graduate
Dulao,Electrical Installation and Maintenance NC II,44,Male,Senior High,Unemployed,Electrical Repair,Construction,Experienced Worker,Graduate
Mailum,Bread and Pastry NC II,29,Female,College Undergraduate,Wage Employed,Baking,Hospitality,New Entrant,Graduate
Alianza,Driving NC II,22,Male,Junior High,Unemployed,Driving,Agriculture,Career Shifter,Dropout
Balingasag,Shielded Metal Arc Welding NC I,34,Male,College Graduate,Self-employed,Masonry,Construction,Returning Learner,Graduate
Alianza,Computer Systems Servicing NC II,31,Male,College Undergraduate,Self-employed,Computer Literacy,ICT,Returning Learner,Graduate
Bacong,Carpentry NC II,38,Male,Elementary Graduate,Unemployed,Carpentry,Construction,New Entrant,Dropout
Lag-asan,Electrical Installation and Maintenance NC II,31,Male,Elementary Graduate,Unemployed,Electrical Repair,Construction,New Entrant,Dropout
Malingin,Shielded Metal Arc Welding NC I,31,Male,Senior High,Underemployed,Welding,Construction,Experienced Worker,Graduate
Atipuluan,Bread and Pastry NC II,24,Female,Junior High,Wage Employed,Baking,Hospitality,Returning Learner,Graduate
Lag-asan,Driving NC II,26,Female,Senior High,Self-employed,Driving,Transportation,Experienced Worker,Graduate
Bacong,Carpentry NC II,43,Male,Senior High,Wage Employed,Carpentry,Construction,New Entrant,Graduate
Mailum,Bread and Pastry NC II,19,Female,Junior High,Self-employed,Baking,Hospitality,Returning Learner,Graduate
Abuanan,Cookery NC II,30,Male,College Undergraduate,Underemployed,Cooking,Hospitality,Returning Learner,Graduate
Lag-asan,Cookery NC II,40,Male,College Undergraduate,Underemployed,Cooking,Hospitality,New Entrant,Graduate
Lag-asan,Masonry NC II,24,Male,Junior High,Underemployed,Masonry,Construction,New Entrant,Graduate
Tabunan,Bread and Pastry NC II,42,Female,Senior High,Underemployed,Baking,Hospitality,Career Shifter,Graduate
Calumangan,Shielded Metal Arc Welding NC I,49,Female,College Graduate,Wage Employed,Welding,Construction,Returning Learner,Graduate
Ma-ao,Shielded Metal Arc Welding NC I,33,Male,Junior High,Wage Employed,Welding,Construction,Experienced Worker,Graduate
Dulao,Carpentry NC II,40,Male,Senior High,Wage Employed,Welding,Construction,New Entrant,Dropout
Abuanan,Cookery NC II,35,Female,Senior High,Underemployed,Cooking,Hospitality,New Entrant,Graduate
Abuanan,Bread and Pastry NC II,22,Female,Junior High,Wage Employed,Baking,Hospitality,Experienced Worker,Graduate
Calumangan,Shielded Metal Arc Welding NC I,50,Female,College Graduate,Self-employed,Computer Literacy,ICT,New Entrant,Dropout
Malingin,Driving NC II,24,Male,College Undergraduate,Self-employed,Driving,Transportation,Experienced Worker,Graduate
Atipuluan,Shielded Metal Arc Welding NC I,19,Male,Senior High,Self-employed,Welding,Construction,Returning Learner,Dropout
Napoles,Shielded Metal Arc Welding NC I,24,Male,Junior High,Unemployed,Baking,Hospitality,Career Shifter,Graduate
Balingasag,Carpentry NC II,23,Male,Junior High,Underemployed,Carpentry,Construction,New Entrant,Graduate
Atipuluan,Carpentry NC II,35,Male,College Undergraduate,Underemployed,Carpentry,Transportation,New Entrant,Graduate
Poblacion,Shielded Metal Arc Welding NC I,35,Male,College Graduate,Self-employed,Welding,Construction,Career Shifter,Dropout
Mailum,Cookery NC II,39,Female,Junior High,Self-employed,Cooking,Hospitality,Experienced Worker,Graduate
Ilijan,Cookery NC II,21,Female,Senior High,Unemployed,Cooking,Construction,Career Shifter,Dropout
Taloc,Bread and Pastry NC II,33,Female,Senior High,Underemployed,Baking,Hospitality,Returning Learner,Graduate
Bacong,Carpentry NC II,45,Male,College Undergraduate,Underemployed,Carpentry,Construction,Experienced Worker,Graduate
Abuanan,Driving NC II,41,Male,College Undergraduate,Self-employed,Baking,Hospitality,Returning Learner,Graduate
Bacong,Carpentry NC II,28,Male,Elementary Graduate,Unemployed,Carpentry,Construction,New Entrant,Dropout
Binubuhan,Shielded Metal Arc Welding NC I,19,Male,Junior High,Underemployed,Welding,Construction,Returning Learner,Dropout
Malingin,Masonry NC II,41,Male,College Graduate,Underemployed,Masonry,Construction,Career Shifter,Graduate
Lag-asan,Computer Systems Servicing NC II,48,Female,College Undergraduate,Wage Employed,Computer Literacy,ICT,Experienced Worker,Graduate
Ilijan,Cookery NC II,19,Male,Junior High,Underemployed,Cooking,Hospitality,Career Shifter,Dropout
Pacol,Bread and Pastry NC II,18,Male,Senior High,Underemployed,Masonry,Construction,Career Shifter,Graduate
Alianza,Shielded Metal Arc Welding NC I,37,Male,Senior High,Underemployed,Welding,Construction,Career Shifter,Dropout
Atipuluan,Driving NC II,26,Male,Junior High,Unemployed,Driving,Transportation,Returning Learner,Graduate
Atipuluan,Computer Systems Servicing NC II,27,Male,College Undergraduate,Underemployed,Computer Literacy,ICT,Returning Learner,Graduate
Lag-asan,Shielded Metal Arc Welding NC I,47,Male,College Graduate,Underemployed,Welding,Construction,New Entrant,Graduate
Calumangan,Electrical Installation and Maintenance NC II,35,Male,Senior High,Unemployed,Electrical Repair,Construction,New Entrant,Graduate
Malingin,Electrical Installation and Maintenance NC II,36,Male,College Undergraduate,Wage Employed,Electrical Repair,Construction,New Entrant,Graduate
Poblacion,Electrical Installation and Maintenance NC II,29,Female,Junior High,Underemployed,Electrical Repair,Construction,New Entrant,Dropout
Balingasag,Cookery NC II,22,Male,Senior High,Unemployed,Cooking,Hospitality,New Entrant,Graduate
Dulao,Carpentry NC II,29,Male,Senior High,Self-employed,Carpentry,Business,Experienced Worker,Graduate
Calumangan,Bread and Pastry NC II,24,Female,Senior High,Underemployed,Carpentry,Construction,Career Shifter,Dropout
Napoles,Electrical Installation and Maintenance NC II,48,Female,College Undergraduate,Self-employed,Electrical Repair,Construction,Experienced Worker,Graduate
Abuanan,Carpentry NC II,27,Male,Junior High,Self-employed,Carpentry,Construction,Experienced Worker,Graduate
Abuanan,Computer Systems Servicing NC II,24,Female,Senior High,Underemployed,Computer Literacy,ICT,Experienced Worker,Graduate
Poblacion,Electrical Installation and Maintenance NC II,34,Male,College Undergraduate,Underemployed,Electrical Repair,Construction,Returning Learner,Graduate
Busay,Masonry NC II,22,Female,Senior High,Self-employed,Baking,Hospitality,Returning Learner,Dropout
Ma-ao,Masonry NC II,37,Male,Elementary Graduate,Unemployed,Masonry,Construction,Returning Learner,Dropout
Taloc,Driving NC II,33,Male,College Graduate,Wage Employed,Driving,Transportation,Returning Learner,Graduate
Caridad,Computer Systems Servicing NC II,44,Male,College Undergraduate,Unemployed,Computer Literacy,ICT,New Entrant,Graduate
Lag-asan,Driving NC II,47,Male,College Graduate,Wage Employed,Driving,Agriculture,Experienced Worker,Graduate
Atipuluan,Bread and Pastry NC II,47,Male,College Graduate,Wage Employed,Computer Literacy,ICT,Returning Learner,Graduate
Lag-asan,Carpentry NC II,42,Female,College Graduate,Wage Employed,Carpentry,Agriculture,Experienced Worker,Graduate
