barangay,course_applied,age,sex,educational_attainment,employment_status,current_skill,desired_career,learner_classification,training_outcome
Atipuluan,Electrical Installation and Maintenance NC II,29,Male,College Undergraduate,Unemployed,Electrical Repair,Construction,Returning Learner,Dropout
Calumangan,Cookery NC II,22,Male,Senior High,Self-employed,Cooking,Hospitality,Returning Learner,Graduate
Ilijan,Electrical Installation and Maintenance NC II,25,Male,Elementary Graduate,Unemployed,Electrical Repair,Construction,Experienced Worker,Dropout
Pacol,Shielded Metal Arc Welding NC I,23,Male,Junior High,Unemployed,Baking,Hospitality,Career Shifter,Dropout
Alianza,Bookkeeping NC II,26,Female,College Undergraduate,Self-employed,Bookkeeping,Education,Returning Learner,Dropout
Lag-asan,Landscape Installation and Maintenance (Softscape),37,Male,Senior High,Unemployed,Landscaping,Agriculture,New Entrant,Dropout
Caridad,HEO (Bulldozer) NC II,24,Male,College Graduate,Wage Employed,Heavy Equipment Operation,Education,Returning Learner,Graduate
Sagasa,Electrical Installation and Maintenance NC II,20,Female,Elementary Graduate,Wage Employed,Electrical Repair,Construction,Returning Learner,Graduate
Bacong,HEO (Forklift) NC II,44,Male,Senior High,Wage Employed,Heavy Equipment Operation,Construction,Returning Learner,Dropout
Mailum,Carpentry NC II,22,Male,Elementary Graduate,Underemployed,Carpentry,Construction,New Entrant,Graduate
Ilijan,HEO (Hydraulic Excavator) NC II,19,Male,Senior High,Unemployed,Heavy Equipment Operation,Construction,New Entrant,Dropout
Ma-ao,Machining NC II,21,Female,Elementary Graduate,Unemployed,Machining,Manufacturing,New Entrant,Graduate
Calumangan,Electronic Products Assembly and Servicing NC II,35,Male,Senior High,Underemployed,Electronics,Manufacturing,New Entrant,Dropout
Ilijan,Driving NC II,26,Male,Junior High,Unemployed,Driving,Transportation,Experienced Worker,Graduate
Lag-asan,Machining NC I,19,Female,Senior High,Underemployed,Machining,Manufacturing,Career Shifter,Dropout
Napoles,Bread and Pastry NC II,24,Male,Junior High,Unemployed,Baking,Hospitality,New Entrant,Graduate
Taloc,Bookkeeping NC II,34,Female,Junior High,Underemployed,Bookkeeping,Business,Returning Learner,Graduate
Tabunan,Bread and Pastry NC II,28,Female,Elementary Graduate,Unemployed,Baking,Hospitality,Returning Learner,Dropout
Napoles,Masonry NC I,28,Male,Junior High,Underemployed,Masonry,Construction,New Entrant,Dropout
Napoles,Bookkeeping NC II,40,Male,Junior High,Self-employed,Driving,Transportation,New Entrant,Dropout
Bagroy,Computer Systems Servicing NC II,41,Female,Senior High,Unemployed,Computer Literacy,ICT,Experienced Worker,Graduate
Pacol,Construction Painting NC II,38,Male,College Graduate,Underemployed,Painting,Agriculture,Experienced Worker,Graduate
Malingin,Bread and Pastry NC II,24,Female,Junior High,Unemployed,Baking,Hospitality,Returning Learner,Graduate
Sagasa,Trainers Methodology Level I,36,Male,Senior High,Self-employed,Training Delivery,Education,New Entrant,Graduate
Alianza,Machining NC I,38,Female,Elementary Graduate,Underemployed,Electronics,Manufacturing,Career Shifter,Dropout
Calumangan,HEO (Bulldozer) NC II,31,Male,Junior High,Unemployed,Heavy Equipment Operation,Construction,Returning Learner,Graduate
Ilijan,Electrical Installation and Maintenance NC II,24,Male,Junior High,Self-employed,Electrical Repair,Construction,Experienced Worker,Dropout
Abuanan,Machining NC I,27,Female,College Undergraduate,Unemployed,Machining,Manufacturing,Returning Learner,Dropout
Napoles,Electronic Products Assembly and Servicing NC II,45,Female,College Graduate,Underemployed,Electronics,Manufacturing,New Entrant,Dropout
Mailum,Trainers Methodology Level I,37,Male,Junior High,Unemployed,Training Delivery,Education,Career Shifter,Graduate
Busay,Organic Agriculture Production NC II,38,Male,Senior High,Self-employed,Organic Farming,Agriculture,Career Shifter,Graduate
Caridad,Masonry NC I,20,Male,Senior High,Underemployed,Masonry,Construction,New Entrant,Graduate
Alianza,Landscape Installation and Maintenance (Softscape),42,Female,Senior High,Self-employed,Landscaping,Construction,Career Shifter,Dropout
Sagasa,Electronic Products Assembly and Servicing NC II,18,Male,Junior High,Unemployed,Electronics,Transportation,Experienced Worker,Dropout
Lag-asan,Construction Painting NC II,36,Male,Junior High,Unemployed,Painting,Construction,Returning Learner,Dropout
Caridad,Trainers Methodology Level I,34,Female,College Graduate,Unemployed,Training Delivery,Education,Returning Learner,Dropout
Busay,Machining NC I,33,Male,Junior High,Wage Employed,Machining,Manufacturing,Experienced Worker,Graduate
Malingin,Computer Systems Servicing NC II,41,Female,College Graduate,Underemployed,Computer Literacy,ICT,Experienced Worker,Graduate
Tabunan,Trainers Methodology Level I,31,Male,Senior High,Unemployed,Training Delivery,Education,Returning Learner,Graduate
Ma-ao,Trainers Methodology Level I,29,Male,Junior High,Unemployed,Welding,Construction,Career Shifter,Dropout
Napoles,Organic Agriculture Production NC II,29,Female,Senior High,Underemployed,Organic Farming,Agriculture,Experienced Worker,Graduate
Tabunan,Bookkeeping NC II,42,Male,Senior High,Self-employed,Bookkeeping,Business,Experienced Worker,Graduate
Abuanan,Electrical Installation and Maintenance NC II,40,Male,Senior High,Underemployed,Electrical Repair,Hospitality,Returning Learner,Graduate
Mailum,Construction Painting NC II,29,Male,Senior High,Wage Employed,Painting,Construction,New Entrant,Dropout
Binubuhan,Carpentry NC II,42,Female,Senior High,Underemployed,Carpentry,Construction,New Entrant,Graduate
Sagasa,Bread and Pastry NC II,50,Male,College Graduate,Wage Employed,Baking,Hospitality,Experienced Worker,Graduate
Poblacion,Construction Painting NC II,37,Male,Senior High,Unemployed,Painting,Construction,New Entrant,Dropout
Ma-ao,Bookkeeping NC II,44,Male,College Graduate,Wage Employed,Bookkeeping,Business,Experienced Worker,Dropout
Abuanan,Bookkeeping NC II,46,Female,College Undergraduate,Self-employed,Bookkeeping,Business,Career Shifter,Dropout
Ilijan,Organic Agriculture Production NC II,21,Male,Senior High,Underemployed,Organic Farming,Agriculture,New Entrant,Graduate
Abuanan,Electronic Products Assembly and Servicing NC II,45,Female,College Undergraduate,Unemployed,Electronics,Manufacturing,New Entrant,Graduate
Dulao,HEO (Hydraulic Excavator) NC II,26,Male,Senior High,Unemployed,Heavy Equipment Operation,Construction,New Entrant,Dropout
Abuanan,Bread and Pastry NC II,23,Female,Junior High,Underemployed,Baking,Hospitality,New Entrant,Graduate
Atipuluan,Driving NC II,36,Male,Senior High,Unemployed,Driving,Transportation,New Entrant,Graduate
Poblacion,Construction Painting NC II,31,Male,College Undergraduate,Underemployed,Painting,Construction,Returning Learner,Dropout
Alianza,Bread and Pastry NC II,21,Female,Junior High,Underemployed,Baking,Hospitality,Returning Learner,Graduate
Mailum,HEO (Hydraulic Excavator) NC II,26,Male,Junior High,Wage Employed,Carpentry,Construction,Career Shifter,Graduate
Taloc,Electronic Products Assembly and Servicing NC II,39,Male,Elementary Graduate,Wage Employed,Electronics,Manufacturing,Returning Learner,Graduate
Lag-asan,Cookery NC II,36,Male,Senior High,Self-employed,Heavy Equipment Operation,Construction,Career Shifter,Graduate
Pacol,Driving NC II,44,Female,Senior High,Unemployed,Driving,Manufacturing,New Entrant,Dropout
Napoles,Shielded Metal Arc Welding NC I,28,Male,Junior High,Wage Employed,Welding,Construction,Experienced Worker,Graduate
Pacol,Electrical Installation and Maintenance NC II,23,Female,Senior High,Wage Employed,Electrical Repair,Construction,New Entrant,Dropout
Poblacion,Electronic Products Assembly and Servicing NC II,34,Female,Junior High,Unemployed,Electronics,Manufacturing,Career Shifter,Dropout
Balingasag,Shielded Metal Arc Welding NC I,22,Female,Junior High,Self-employed,Welding,Construction,New Entrant,Graduate
Mailum,Landscape Installation and Maintenance (Softscape),22,Male,Elementary Graduate,Self-employed,Landscaping,Agriculture,Career Shifter,Graduate
Caridad,Construction Painting NC II,38,Male,Elementary Graduate,Underemployed,Painting,Construction,New Entrant,Graduate
Mailum,Carpentry NC II,35,Male,College Graduate,Underemployed,Carpentry,Construction,Returning Learner,Graduate
Calumangan,Bookkeeping NC II,22,Male,Junior High,Underemployed,Bookkeeping,Business,New Entrant,Dropout
Bagroy,Masonry NC II,40,Male,Senior High,Wage Employed,Masonry,Construction,Experienced Worker,Graduate
Poblacion,Trainers Methodology Level I,31,Female,College Graduate,Wage Employed,Training Delivery,Education,Experienced Worker,Graduate
Sagasa,Shielded Metal Arc Welding NC II,23,Female,Elementary Graduate,Underemployed,Welding,Construction,New Entrant,Dropout
Balingasag,Cookery NC II,41,Female,Senior High,Wage Employed,Cooking,Hospitality,Experienced Worker,Dropout
Bagroy,Driving NC II,26,Male,Elementary Graduate,Unemployed,Cooking,Hospitality,New Entrant,Dropout
Atipuluan,Organic Agriculture Production NC II,42,Female,College Undergraduate,Underemployed,Organic Farming,Agriculture,Experienced Worker,Graduate
Atipuluan,Driving NC II,41,Male,Junior High,Underemployed,Driving,Transportation,New Entrant,Graduate
Balingasag,Machining NC I,23,Female,College Undergraduate,Self-employed,Machining,Manufacturing,Experienced Worker,Graduate
Mailum,Construction Painting NC II,31,Male,Junior High,Unemployed,Painting,Construction,Career Shifter,Graduate
Calumangan,Machining NC II,45,Male,Senior High,Unemployed,Machining,Manufacturing,Experienced Worker,Dropout
Ma-ao,Construction Painting NC II,36,Male,Junior High,Self-employed,Painting,Construction,Experienced Worker,Graduate
Atipuluan,Electrical Installation and Maintenance NC II,23,Female,Junior High,Unemployed,Electrical Repair,Construction,New Entrant,Graduate
Mailum,HEO (Forklift) NC II,36,Male,Junior High,Wage Employed,Heavy Equipment Operation,Construction,Returning Learner,Dropout
Dulao,Machining NC I,42,Male,College Undergraduate,Self-employed,Machining,Manufacturing,Experienced Worker,Graduate
Ilijan,Organic Agriculture Production NC II,29,Male,Elementary Graduate,Unemployed,Organic Farming,Agriculture,New Entrant,Graduate
Lag-asan,Shielded Metal Arc Welding NC II,38,Male,Junior High,Underemployed,Welding,Construction,Returning Learner,Graduate
Malingin,Electrical Installation and Maintenance NC II,24,Male,Elementary Graduate,Unemployed,Electrical Repair,Construction,Experienced Worker,Dropout
Ilijan,Driving NC II,29,Male,Junior High,Self-employed,Driving,Transportation,New Entrant,Graduate
Busay,Machining NC II,29,Male,Senior High,Self-employed,Machining,Manufacturing,Returning Learner,Graduate
Caridad,Masonry NC II,27,Male,Senior High,Wage Employed,Masonry,Construction,Experienced Worker,Graduate
Pacol,Masonry NC II,21,Male,Junior High,Underemployed,Heavy Equipment Operation,Construction,Career Shifter,Dropout
Balingasag,Bread and Pastry NC II,33,Male,College Graduate,Wage Employed,Baking,Hospitality,Experienced Worker,Graduate
Calumangan,Organic Agriculture Production NC II,47,Male,College Undergraduate,Underemployed,Organic Farming,Education,New Entrant,Graduate
Ilijan,Electronic Products Assembly and Servicing NC II,29,Female,Junior High,Self-employed,Electronics,Manufacturing,Experienced Worker,Graduate
Abuanan,Carpentry NC II,22,Male,College Graduate,Wage Employed,Carpentry,Construction,Experienced Worker,Graduate
Napoles,Driving NC II,25,Male,Senior High,Underemployed,Driving,Transportation,New Entrant,Graduate
Poblacion,Organic Agriculture Production NC II,40,Male,Junior High,Underemployed,Organic Farming,Agriculture,New Entrant,Graduate
Mailum,Cookery NC II,41,Male,Junior High,Underemployed,Cooking,Hospitality,Experienced Worker,Graduate
Taloc,Organic Agriculture Production NC II,27,Male,Elementary Graduate,Underemployed,Organic Farming,Agriculture,New Entrant,Graduate
Mailum,Bookkeeping NC II,29,Female,Junior High,Underemployed,Bookkeeping,Business,Returning Learner,Graduate
Alianza,Masonry NC I,28,Male,Elementary Graduate,Unemployed,Masonry,Construction,New Entrant,Dropout
Bacong,Carpentry NC II,38,Male,Senior High,Unemployed,Carpentry,Construction,New Entrant,Dropout
Poblacion,Bookkeeping NC II,42,Male,College Graduate,Unemployed,Bookkeeping,Business,Career Shifter,Graduate
Ma-ao,Bookkeeping NC II,37,Female,College Undergraduate,Wage Employed,Bookkeeping,Business,Experienced Worker,Dropout
Ilijan,Carpentry NC II,39,Male,Senior High,Unemployed,Carpentry,Construction,New Entrant,Graduate
Binubuhan,Trainers Methodology Level I,43,Male,Senior High,Unemployed,Training Delivery,Education,Returning Learner,Graduate
Bagroy,Bookkeeping NC II,39,Male,Elementary Graduate,Underemployed,Bookkeeping,Business,Returning Learner,Graduate
Lag-asan,HEO (Forklift) NC II,18,Male,Senior High,Underemployed,Heavy Equipment Operation,Construction,Returning Learner,Graduate
Malingin,Driving NC II,31,Female,Senior High,Unemployed,Driving,Transportation,Returning Learner,Graduate
Dulao,Electrical Installation and Maintenance NC II,35,Male,Senior High,Self-employed,Electrical Repair,Construction,New Entrant,Dropout
Bacong,Shielded Metal Arc Welding NC II,18,Male,Junior High,Unemployed,Welding,Construction,Career Shifter,Dropout
Mailum,HEO (Forklift) NC II,24,Male,Elementary Graduate,Underemployed,Heavy Equipment Operation,Construction,Experienced Worker,Graduate
Caridad,Carpentry NC II,37,Male,Senior High,Self-employed,Carpentry,Construction,Experienced Worker,Graduate
Busay,Electronic Products Assembly and Servicing NC II,35,Female,Elementary Graduate,Underemployed,Electronics,Manufacturing,Career Shifter,Dropout
Napoles,Electronic Products Assembly and Servicing NC II,29,Female,Senior High,Underemployed,Electronics,Manufacturing,New Entrant,Dropout
Dulao,Driving NC II,38,Male,College Undergraduate,Wage Employed,Driving,Transportation,Experienced Worker,Graduate
Bagroy,Driving NC II,27,Male,Elementary Graduate,Self-employed,Driving,Transportation,Returning Learner,Graduate
Caridad,Computer Systems Servicing NC II,28,Female,College Graduate,Wage Employed,Computer Literacy,ICT,Career Shifter,Dropout
Abuanan,Shielded Metal Arc Welding NC I,25,Male,Senior High,Unemployed,Welding,Construction,Returning Learner,Dropout
Balingasag,Driving NC II,23,Male,Junior High,Wage Employed,Driving,Transportation,Returning Learner,Dropout
Alianza,Organic Agriculture Production NC II,34,Male,Junior High,Self-employed,Organic Farming,Agriculture,New Entrant,Graduate
Tabunan,Driving NC II,29,Male,Elementary Graduate,Underemployed,Driving,Transportation,Experienced Worker,Graduate
Ma-ao,HEO (Bulldozer) NC II,40,Male,Elementary Graduate,Unemployed,Heavy Equipment Operation,Construction,New Entrant,Dropout
Ilijan,Machining NC I,29,Male,Junior High,Unemployed,Machining,Manufacturing,Returning Learner,Dropout
Ma-ao,HEO (Hydraulic Excavator) NC II,55,Male,College Graduate,Wage Employed,Heavy Equipment Operation,Education,Experienced Worker,Graduate
Tabunan,Carpentry NC II,24,Male,Junior High,Unemployed,Carpentry,Construction,Experienced Worker,Graduate
Alianza,Construction Painting NC II,26,Male,Junior High,Self-employed,Carpentry,Construction,Returning Learner,Graduate
Bagroy,Computer Systems Servicing NC II,38,Male,Senior High,Self-employed,Computer Literacy,ICT,Experienced Worker,Graduate
Abuanan,Machining NC I,41,Male,Senior High,Underemployed,Machining,Manufacturing,New Entrant,Dropout
Busay,Electrical Installation and Maintenance NC II,21,Male,Junior High,Underemployed,Electrical Repair,Construction,Career Shifter,Graduate
Binubuhan,Cookery NC II,19,Female,College Undergraduate,Underemployed,Cooking,Hospitality,New Entrant,Dropout
Balingasag,Computer Systems Servicing NC II,38,Male,College Undergraduate,Wage Employed,Computer Literacy,ICT,Career Shifter,Graduate
Pacol,Trainers Methodology Level I,36,Male,College Undergraduate,Self-employed,Training Delivery,Education,Experienced Worker,Dropout
Busay,Electronic Products Assembly and Servicing NC II,31,Male,Junior High,Wage Employed,Electronics,Manufacturing,Returning Learner,Graduate
Lag-asan,Organic Agriculture Production NC II,22,Male,Senior High,Underemployed,Organic Farming,Agriculture,New Entrant,Dropout
